75,0,64,90549.6475,206.55:COC
139,0.0504109859467,64,90562.85,206.5:COC
74,0.00566601753235,64,91202.2875,203.25:COC
66,0.0377440452576,50,91202.2875,203.25:COC
54,0.0021641254425,64,91095.5275,203.65:COC
643,0.000990867614746,64,91095.5275,203.65:COC
54,0.0707581043243,50,81696.56,174.2:COC
554,0.00216102600098,50,146345.56,239.2:COC
54,0.00323081016541,64,141149.5275,223.65:COC
71,4.19512200356,64,199370.0275,288.65:COC
87,0.0511271953583,64,197000.8475,297.55:COC
74,0.00582480430603,64,246575.39,360.9:COC
74,0.0525569915771,51,244669.31,364.7:COC
54,0.003986120224,64,244904.91,364.3:COC
1252,0.000149965286255,64,244904.91,364.3:COC
54,0.0723209381104,49,206437.0,305.0:COC
536,4.00543212891e-05,49,203152.75,319.5:COC
54,0.0030620098114,64,203752.84,295.4:COC
73,0.578207969666,64,203752.84,295.4:COC
89,0.0416030883789,64,204192.5475,294.45:COC
74,0.00286507606506,64,252240.21,356.7:COC
74,0.000283002853394,64,292031.01,419.7:COC
74,0.0587778091431,50,292741.41,418.7:COC
74,0.00156211853027,50,293020.21,418.3:COC
54,0.00565004348755,64,325049.41,481.3:COC
54,5.79357147217e-05,64,348179.01,545.3:COC
1354,0.00014591217041,64,363116.61,609.3:COC
243,5.91278076172e-05,64,361646.21,608.3:COC
1354,5.69820404053e-05,64,370247.1275,598.85:COC
249,2.19345092773e-05,64,352352.6275,533.85:COC
1354,0.0102651119232,64,359713.39,524.1:COC
150,4.38690185547e-05,64,332101.39,459.1:COC
66,0.0598101615906,49,362092.11,518.3:COC
54,0.00194096565247,48,381112.11,581.7:COC
66,2.78949737549e-05,48,369803.56,596.2:COC
344,0.00219702720642,48,378945.84,659.6:COC
54,0.00197196006775,64,378995.79,692.9:COC
54,0.0738389492035,49,378995.79,692.9:COC
54,8.01086425781e-05,48,378235.95,693.5:COC
1334,0.00258088111877,49,378235.95,693.5:COC
1334,0.000970125198364,49,374075.95,629.5:COC
54,0.00420999526978,64,361723.95,565.5:COC
66,5.60283660889e-05,64,370606.5475,626.95:COC
1334,0.000597953796387,49,370160.8275,627.35:COC
1334,0.000113010406494,49,356533.9275,564.35:COC
1334,7.5101852417e-05,49,334969.0275,501.35:COC
1334,0.00058388710022,49,298708.8475,454.05:COC
54,0.00669503211975,64,263899.2475,390.05:COC
54,0.000242948532104,64,263502.8275,390.65:COC
54,4.29153442383e-05,64,263502.8275,390.65:COC
54,0.000241041183472,64,257542.09,407.9:COC
1334,0.0110230445862,49,257401.29,408.1:COC
